TIGR4.old,D39.old,TIGR4.new,TAIWAN.19F.new,TAIWAN.19F.old,D39.new,Location.Tag,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,Gene.Name,Gene.Description,Pathway,Pathway.Name
SP_0498,SPD_0444,SP_RS02450,SPT_RS02670,SPT_0535,SPD_RS02360,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,Endo-beta-N-acetylglucosaminidase (EC 3.2.1.96),,
SP_0515,SPD_0458,SP_RS02520,SPT_RS02730,SPT_0548,SPD_RS02430,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,hrcA,MerR family transcriptional regulator,,
SP_0516,SPD_0459,SP_RS02525,SPT_RS02735,SPT_0549,SPD_RS02435,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,grpE,heat shock protein,,
SP_0517,SPD_0460,SP_RS02530,SPT_RS02740,SPT_0550,SPD_RS02440,Intracellular,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,dnaK,molecular chaperone,spn03018,RNA degradation 
SP_0552,SPD_0478,SP_RS02710,SPT_RS02900,SPT_0582,SPD_RS02550,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rimP,ribosome maturation protein,,
SP_0566,SPD_0492,SP_RS02780,SPT_RS02975,SPT_0597,SPD_RS02625,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,,"Protein N-acetyltransferase, RimJ/RimL family",,
SP_0568,SPD_0494,SP_RS02790,SPT_RS02985,SPT_0599,SPD_RS02635,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,,valyl-tRNA synthetase,spn00970,Aminoacyl-tRNA biosynthesis 
SP_0576,SPD_0501,SP_RS02850,SPT_RS03020,SPT_0606,SPD_RS02695,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,Transcription antiterminator Lict,,
SP_0577,SPD_0502,SP_RS02855,SPT_RS03025,SPT_0607,SPD_RS02700,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,PTS system beta-glucosides-specific transporter subunit IIABC,spn02060,Phosphotransferase system (PTS) 
SP_0578,SPD_0503,SP_RS02860,SPT_RS03030,SPT_0608,SPD_RS02705,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglA-2,Beta-glucosidase/6-phospho-beta-glucosidase/beta- galactosidase,spn00010,Glycolysis / Gluconeogenesis 
SP_0578,SPD_0503,SP_RS02860,SPT_RS03030,SPT_0608,SPD_RS02705,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,bglA-2,Beta-glucosidase/6-phospho-beta-glucosidase/beta- galactosidase,spn00500,Starch and sucrose metabolism 
SP_0585,SPD_0510,SP_RS02900,SPT_RS03070,SPT_0615,SPD_RS02745,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,spn00270,Cysteine and methionine metabolism 
SP_0585,SPD_0510,SP_RS02900,SPT_RS03070,SPT_0615,SPD_RS02745,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,spn00450,Selenocompound metabolism 
SP_0585,SPD_0510,SP_RS02900,SPT_RS03070,SPT_0615,SPD_RS02745,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,spn01100,Metabolic pathways 
SP_0585,SPD_0510,SP_RS02900,SPT_RS03070,SPT_0615,SPD_RS02745,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,spn01110,Biosynthesis of secondary metabolites 
SP_0585,SPD_0510,SP_RS02900,SPT_RS03070,SPT_0615,SPD_RS02745,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,spn01230,Biosynthesis of amino acids 
SP_0586,SPD_0511,SP_RS02905,SPT_RS03075,SPT_0616,SPD_RS02750,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,"5,10-methylenetetrahydrofolate reductase",spn00670,One carbon pool by folate 
SP_0586,SPD_0511,SP_RS02905,SPT_RS03075,SPT_0616,SPD_RS02750,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,"5,10-methylenetetrahydrofolate reductase",spn01100,Metabolic pathways 
SP_0586,SPD_0511,SP_RS02905,SPT_RS03075,SPT_0616,SPD_RS02750,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,"5,10-methylenetetrahydrofolate reductase",spn01120,Microbial metabolism in diverse environments 
SP_0586,SPD_0511,SP_RS02905,SPT_RS03075,SPT_0616,SPD_RS02750,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,"5,10-methylenetetrahydrofolate reductase",spn01200,Carbon metabolism 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn00010,Glycolysis / Gluconeogenesis 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn00030,Pentose phosphate pathway 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn00051,Fructose and mannose metabolism 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn00680,Methane metabolism 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01100,Metabolic pathways 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01110,Biosynthesis of secondary metabolites 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01120,Microbial metabolism in diverse environments 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01130,Biosynthesis of antibiotics 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01200,Carbon metabolism 
SP_0605,SPD_0526,SP_RS02975,SPT_RS03145,SPT_0631,SPD_RS02820,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,fba,fructose-bisphosphate aldolase,spn01230,Biosynthesis of amino acids 
SP_0620,SPD_0540,SP_RS03045,SPT_RS03215,SPT_0645,SPD_RS02895,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,tcyK,"putative amino acid ABC transporter, amino acid-binding protein",,
SP_0624,SPD_0543,SP_RS03060,SPT_RS03230,SPT_0648,SPD_RS02910,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0630,SPD_0550,SP_RS03090,SPT_RS03260,SPT_0656,SPD_RS02940,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rplK,50S ribosomal protein L11,spn03010,Ribosome 
SP_0633,SPD_0553,SP_RS03105,n.p,SPT_0659,SPD_RS02955,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0660,SPD_0573,SP_RS03240,SPT_RS03405,SPT_0684,SPD_RS03070,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,peptide methionine sulfoxide reductase,,
SP_0675,SPD_0587,SP_RS03315,SPT_RS03480,SPT_0699,SPD_RS03145,,METABOLISM,,,Various metabolism,,,1,dltE,short chain dehydrogenase/reductase family oxidoreductase,,
SP_0678,SPD_0590,SP_RS03330,SPT_RS03495,SPT_0702,SPD_RS03160,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0701,SPD_0608,SP_RS03425,SPT_RS03550,SPT_0713,SPD_RS03250,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrF,orotidine 5'-phosphate decarboxylase,spn00240,Pyrimidine metabolism 
SP_0701,SPD_0608,SP_RS03425,SPT_RS03550,SPT_0713,SPD_RS03250,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrF,orotidine 5'-phosphate decarboxylase,spn01100,Metabolic pathways 
SP_0702,SPD_0609,SP_RS03430,SPT_RS03555,SPT_0714,SPD_RS03255,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrE,orotate phosphoribosyltransferase PyrE,spn00240,Pyrimidine metabolism 
SP_0702,SPD_0609,SP_RS03430,SPT_RS03555,SPT_0714,SPD_RS03255,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrE,orotate phosphoribosyltransferase PyrE,spn01100,Metabolic pathways 
SP_0704,SPD_0611,SP_RS03440,SPT_RS03565,SPT_0716,SPD_RS03265,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0705,SPD_0612,SP_RS03445,n.p,SPT_0717,SPD_RS03270,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0706,SPD_0613,SP_RS03450,SPT_RS03575,SPT_0718,SPD_RS03275,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0707,SPD_0614,SP_RS03455,SPT_RS03580,SPT_0719,SPD_RS03280,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,ccmA,"ABC-type multidrug transport system, ATPase component",,
SP_0718,SPD_0624,SP_RS03515,SPT_RS03660,SPT_0734,SPD_RS03335,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiE-1,thiamine-phosphate pyrophosphorylase,spn00730,Thiamine metabolism 
SP_0718,SPD_0624,SP_RS03515,SPT_RS03660,SPT_0734,SPD_RS03335,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,thiE-1,thiamine-phosphate pyrophosphorylase,spn01100,Metabolic pathways 
SP_0728,SPD_0634,SP_RS03565,SPT_RS03710,SPT_0744,SPD_RS03385,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,Copper-exporting ATPase,,
SP_0731,SPD_0637,SP_RS03580,SPT_RS03725,SPT_0747,SPD_RS03400,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0733,SPD_1157,SP_RS03595,SPT_RS03735,SPT_0749,SPD_RS06115,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0738,SPD_0642,SP_RS03615,n.p,n.p.,SPD_RS03425,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0737,SPD_0642,SP_RS03610,SPT_RS03750,SPT_0753,SPD_RS03425,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,sodium dependent transporter,,
SP_0743,SPD_0647,SP_RS03640,SPT_RS03775,SPT_0758,SPD_RS03450,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,AcrR/TetR family transcriptional regulator,,
SP_0745,SPD_0649,SP_RS03650,SPT_RS03785,SPT_0760,SPD_RS03460,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,upp,uracil phosphoribosyltransferase,spn00240,Pyrimidine metabolism 
SP_0745,SPD_0649,SP_RS03650,SPT_RS03785,SPT_0760,SPD_RS03460,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,upp,uracil phosphoribosyltransferase,spn01100,Metabolic pathways 
SP_0748,SPD_0651,SP_RS03660,SPT_RS03795,SPT_0762,SPD_RS03470,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0760,SPD_0662,SP_RS03715,SPT_RS03850,SPT_0773,SPD_RS03525,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Signal transduction,,,1,rgfB,Signal transduction component,spn00500,Starch and sucrose metabolism 
SP_0777,SPD_0676,SP_RS03790,SPT_RS07080,SPT_1424,SPD_RS03595,Intracellular,METABOLISM,,,Various metabolism,,,1,,,,
SP_0781,SPD_0681,SP_RS03810,SPT_RS07060,SPT_1420,SPD_RS03620,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0783,SPD_0684,SP_RS03825,SPT_RS07045,SPT_1417,SPD_RS03635,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Cofactor and vitamin metabolism,,2,bioY,Substrate-specific component BioY of biotin ECF transporter,spn02010,ABC transporters 
SP_0786,SPD_0687,SP_RS03840,SPT_RS07030,SPT_1414,SPD_RS03650,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Antibiotic response/sensing,,2,,"ABC-type transport system, ATPase component",,
SP_0787,SPD_0688,SP_RS03845,SPT_RS07025,SPT_1413,SPD_RS03655,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Antibiotic response/sensing,,2,,"ABC-type antimicrobial peptide transport system, permease component",,
SP_0798,SPD_0701,SP_RS03905,SPT_RS06965,SPT_1401,SPD_RS03715,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Signal transduction,Transcription,,2,ciaR,"DNA-binding response regulator, OmpR family",spn02020,Two-component system 
SP_0798,SPD_0701,SP_RS03905,SPT_RS06965,SPT_1401,SPD_RS03715,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Signal transduction,Transcription,,2,ciaR,"DNA-binding response regulator, OmpR family",spn02024,Quorum sensing 
SP_0824,SPD_0720,SP_RS04030,SPT_RS06850,SPT_1377,SPD_RS03810,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,glnQ,"amino acid ABC transporter, ATP-binding protein",,
SP_0825,SPD_0721,SP_RS04035,SPT_RS06845,SPT_1376,SPD_RS03815,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",spn00670,One carbon pool by folate 
SP_0825,SPD_0721,SP_RS04035,SPT_RS06845,SPT_1376,SPD_RS03815,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",spn01100,Metabolic pathways 
SP_0825,SPD_0721,SP_RS04035,SPT_RS06845,SPT_1376,SPD_RS03815,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",spn01120,Microbial metabolism in diverse environments 
SP_0825,SPD_0721,SP_RS04035,SPT_RS06845,SPT_1376,SPD_RS03815,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",spn01200,Carbon metabolism 
SP_0837,SPD_0731,SP_RS04095,SPT_RS06795,SPT_1366,SPD_RS03870,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,flaR,Putative DNA topology modulation protein FlaR,,
SP_0839,SPD_0733,SP_RS04105,SPT_RS06785,SPT_1364,SPD_RS03880,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,coaA,pantothenate kinase,spn00770,Pantothenate and CoA biosynthesis 
SP_0839,SPD_0733,SP_RS04105,SPT_RS06785,SPT_1364,SPD_RS03880,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,coaA,pantothenate kinase,spn01100,Metabolic pathways 
SP_0841,SPD_0735,SP_RS04115,SPT_RS06775,SPT_1362,SPD_RS03890,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rsmC,16S rRNA G1207 methylase RsmC,,
SP_0861,SPD_0754,SP_RS04220,SPT_RS06675,SPT_1343,SPD_RS03995,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0866,SPD_0761,SP_RS04265,n.p,SPT_1335,SPD_RS04040,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0870,SPD_0765,SP_RS04285,SPT_RS06615,SPT_1331,SPD_RS04060,,METABOLISM,,,Cofactor and vitamin metabolism,,,1,sufE2,"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2; NifU family protein",,
SP_0871,SPD_0766,SP_RS04290,SPT_RS06610,SPT_1330,SPD_RS04065,,METABOLISM,,,Cofactor and vitamin metabolism,,,1,sufB,Iron-sulfur cluster assembly protein SufB,,
SP_0884,SPD_0780,SP_RS04360,SPT_RS06540,SPT_1317,SPD_RS04135,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_0885,SPD_0781,SP_RS04365,SPT_RS06535,SPT_1316,SPD_RS04140,Intracellular,HYPOTHETICAL/UNKNOWN,,,,,,1,,Subunit involved in some form of carbon metabolism (biotin or carbamoyl phosphate),,
SP_0904,SPD_0797,SP_RS04465,SPT_RS06430,SPT_1296,SPD_RS04225,,HYPOTHETICAL/UNKNOWN,,,,,,1,ycgQ,hypothetical protein,,
SP_0916,SPD_0809,SP_RS04525,SPT_RS06370,SPT_1284,SPD_RS04295,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,cad,Arginine/lysine/ornithine decarboxylase,spn00310,Lysine degradation 
SP_0916,SPD_0809,SP_RS04525,SPT_RS06370,SPT_1284,SPD_RS04295,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,cad,Arginine/lysine/ornithine decarboxylase,spn01100,Metabolic pathways 
SP_0916,SPD_0809,SP_RS04525,SPT_RS06370,SPT_1284,SPD_RS04295,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,cad,Arginine/lysine/ornithine decarboxylase,spn01110,Biosynthesis of secondary metabolites 
SP_0918,SPD_0811,SP_RS04540,SPT_RS06355,SPT_1281,SPD_RS04310,Intracellular,METABOLISM,,,Various metabolism,,,1,speE,spermidine synthase,spn00270,Cysteine and methionine metabolism 
SP_0918,SPD_0811,SP_RS04540,SPT_RS06355,SPT_1281,SPD_RS04310,Intracellular,METABOLISM,,,Various metabolism,,,1,speE,spermidine synthase,spn00330,Arginine and proline metabolism 
SP_0918,SPD_0811,SP_RS04540,SPT_RS06355,SPT_1281,SPD_RS04310,Intracellular,METABOLISM,,,Various metabolism,,,1,speE,spermidine synthase,spn00480,Glutathione metabolism 
SP_0918,SPD_0811,SP_RS04540,SPT_RS06355,SPT_1281,SPD_RS04310,Intracellular,METABOLISM,,,Various metabolism,,,1,speE,spermidine synthase,spn01100,Metabolic pathways 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn00300,Lysine biosynthesis 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn00310,Lysine degradation 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn01100,Metabolic pathways 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn01110,Biosynthesis of secondary metabolites 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn01130,Biosynthesis of antibiotics 
SP_0919,SPD_0812,SP_RS04545,SPT_RS06350,SPT_1280,SPD_RS04315,Intracellular,METABOLISM,,,Various metabolism,,,1,,Carboxynorspermidine synthase,spn01230,Biosynthesis of amino acids 
SP_0920,SPD_0813,SP_RS04550,SPT_RS06345,SPT_1279,SPD_RS04320,Intracellular,METABOLISM,,,Various metabolism,,,1,nspC,carboxynorspermidine decarboxylase,spn00330,Arginine and proline metabolism 
SP_0920,SPD_0813,SP_RS04550,SPT_RS06345,SPT_1279,SPD_RS04320,Intracellular,METABOLISM,,,Various metabolism,,,1,nspC,carboxynorspermidine decarboxylase,spn01100,Metabolic pathways 
SP_0921,SPD_0814,SP_RS04555,SPT_RS06340,SPT_1278,SPD_RS04325,Intracellular,METABOLISM,,,Various metabolism,,,1,aguA,Agmatine deiminase,spn00330,Arginine and proline metabolism 
SP_0921,SPD_0814,SP_RS04555,SPT_RS06340,SPT_1278,SPD_RS04325,Intracellular,METABOLISM,,,Various metabolism,,,1,aguA,Agmatine deiminase,spn01100,Metabolic pathways 
SP_0922,SPD_0815,SP_RS04560,SPT_RS06335,SPT_1277,SPD_RS04330,Intracellular,METABOLISM,,,Various metabolism,,,1,,N-carbamoylputrescine amidase,spn00330,Arginine and proline metabolism 
SP_0922,SPD_0815,SP_RS04560,SPT_RS06335,SPT_1277,SPD_RS04330,Intracellular,METABOLISM,,,Various metabolism,,,1,,N-carbamoylputrescine amidase,spn01100,Metabolic pathways 
SP_0955,SPD_0844,SP_RS04735,SPT_RS06190,SPT_1247,SPD_RS04500,Membrane,CELLULAR PROCESSES,,,Cellular community,,,1,comEC/celB,DNA internalization-related competence protein ComEC/Rec2,,
SP_0959,SPD_0847,SP_RS04755,SPT_RS06170,SPT_1244,SPD_RS04520,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,infC,translation initiation factor IF-3,,
SP_0963,SPD_0851,SP_RS04775,SPT_RS06150,SPT_1240,SPD_RS04540,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrK,"dihydroorotate dehydrogenase, electron transfer subunit",spn00240,Pyrimidine metabolism 
SP_0963,SPD_0851,SP_RS04775,SPT_RS06150,SPT_1240,SPD_RS04540,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrK,"dihydroorotate dehydrogenase, electron transfer subunit",spn01100,Metabolic pathways 
SP_0964,SPD_0852,SP_RS04780,SPT_RS06145,SPT_1239,SPD_RS04545,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrDB,dihydroorotate dehydrogenase B,spn00240,Pyrimidine metabolism 
SP_0964,SPD_0852,SP_RS04780,SPT_RS06145,SPT_1239,SPD_RS04545,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,pyrDB,dihydroorotate dehydrogenase B,spn01100,Metabolic pathways 
SP_0965,SPD_0853,SP_RS04785,SPT_RS06140,SPT_1238,SPD_RS04550,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,lytB,Endo-beta-N-acetylglucosaminidase,spn00511,Other glycan degradation 
SP_0966,SPD_0854,SP_RS04790,SPT_RS06135,SPT_1237,SPD_RS04555,Extracellular,CELLULAR PROCESSES,,,Cellular community,,,1,pavA,adherence and virulence protein A,,
SP_0972,SPD_0860,SP_RS04820,SPT_RS06105,SPT_1231,SPD_RS04585,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Antibiotic response/sensing,,2,pmrA,Drug efflux pump PmrA,,
SP_0997,SPD_0883,SP_RS04945,SPT_RS05970,SPT_1204,SPD_RS04710,,HYPOTHETICAL/UNKNOWN,,,,,,1,,hypothetical protein,,
SP_1001,SPD_0887,SP_RS04965,SPT_RS05950,SPT_1200,SPD_RS04730,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Amino acid metabolism,,2,,amino acid permease,,
SP_1002,SPD_0888,SP_RS04970,SPT_RS05945,SPT_1199,SPD_RS04735,Cell Wall,CELLULAR PROCESSES,,,Cellular community,,,1,,adhesion lipoprotein,spn02010,ABC transporters 
SP_1017,SPD_0903,SP_RS05050,SPT_RS05295,SPT_1070,SPD_RS04815,Intracellular,METABOLISM,,,Various metabolism,,,1,,4-oxalocrotonate tautomerase (EC 2.7.1.21),spn00362,Benzoate degradation 
SP_1017,SPD_0903,SP_RS05050,SPT_RS05295,SPT_1070,SPD_RS04815,Intracellular,METABOLISM,,,Various metabolism,,,1,,4-oxalocrotonate tautomerase (EC 2.7.1.21),spn00622,Xylene degradation 
SP_1017,SPD_0903,SP_RS05050,SPT_RS05295,SPT_1070,SPD_RS04815,Intracellular,METABOLISM,,,Various metabolism,,,1,,4-oxalocrotonate tautomerase (EC 2.7.1.21),spn01100,Metabolic pathways 
SP_1017,SPD_0903,SP_RS05050,SPT_RS05295,SPT_1070,SPD_RS04815,Intracellular,METABOLISM,,,Various metabolism,,,1,,4-oxalocrotonate tautomerase (EC 2.7.1.21),spn01120,Microbial metabolism in diverse environments 
SP_1017,SPD_0903,SP_RS05050,SPT_RS05295,SPT_1070,SPD_RS04815,Intracellular,METABOLISM,,,Various metabolism,,,1,,4-oxalocrotonate tautomerase (EC 2.7.1.21),spn01220,Degradation of aromatic compounds 
SP_1025,SPD_0911,SP_RS05090,SPT_RS05330,SPT_1077,SPD_RS04855,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1026,SPD_0912,SP_RS05095,SPT_RS05335,SPT_1078,SPD_RS04860,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1035,SPD_0918,SP_RS05135,SPT_RS05375,SPT_1085,SPD_RS04900,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,iron-compound ABC transporter ATP-binding protein,spn02010,ABC transporters 
SP_1047,SPD_0928,SP_RS05185,SPT_RS05460,SPT_1104,SPD_RS04955,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_1050,SPD_0930,SP_RS05195,n.p,n.p.,SPD_RS04965,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,, transcriptional regulator,,
SP_1072,SPD_0957,SP_RS05300,SPT_RS05515,SPT_1115,SPD_RS05100,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaG,DNA primase,spn03030,DNA replication 
